ID_Cliente,Cancelación,Género,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Conectado,Servicio_Teléfono,Líneas_Múltiples,Servicio_Internet,Seguridad_En_Línea,Respaldo_En_Línea,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Tipo_Contrato,Factura_Electrónica,Método_Pago,Cargos_Mensuales,Cargos_Totales,Cargos_Diarios
2805-EDJPQ,0.0,Female,0,1,1,56,1,1,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),99.75,5608.4,3.325
2806-MLNTI,0.0,Male,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.1,5376.4,3.503
2808-CHTDM,0.0,Female,0,1,1,23,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,611.45,0.837
2809-ILCYT,0.0,Female,0,1,0,25,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,26.8,733.55,0.893
2809-ZMYOQ,0.0,Female,0,0,0,32,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,3334.9,3.378
2810-FTLEM,1.0,Female,0,0,0,16,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,762.25,1.6720000000000002
2811-POVEX,0.0,Female,1,1,1,23,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),88.45,2130.55,2.948
2812-ENYMO,0.0,Male,0,0,0,26,0,No phone service,DSL,1,0,0,1,1,1,One year,0,Credit card (automatic),54.55,1362.85,1.818
2812-REYAT,0.0,Female,0,1,0,49,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.05,923.1,0.668
2812-SFXMJ,0.0,Male,0,0,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,0.668
2815-CPTUL,1.0,Male,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.25,331.9,2.342
2817-LVCPP,0.0,Female,0,0,0,50,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1023.95,0.647
2817-NTQDO,1.0,Male,0,0,0,13,0,No phone service,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),45.55,597.0,1.518
2819-GWENI,0.0,Female,0,1,1,28,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,543.0,0.663
2821-WARNZ,0.0,Female,0,0,1,49,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.45,921.3,0.648
2823-LKABH,0.0,Female,0,0,0,18,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),95.05,1679.4,3.168
2824-DXNKN,0.0,Female,0,1,1,72,1,1,DSL,1,0,1,0,1,0,Two year,1,Bank transfer (automatic),71.45,5025.85,2.382
2824-MYYBN,0.0,Female,0,1,1,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,3314.15,3.175
2826-DXLQO,0.0,Male,1,1,0,7,0,No phone service,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.8,220.45,0.993
2826-UWHIS,0.0,Male,0,1,0,45,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.4,3775.85,2.713
2828-SLQPF,0.0,Male,0,0,0,19,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.0,865.85,1.5
2829-HYVZP,0.0,Male,0,0,0,29,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.8,572.2,0.66
2830-LEWOA,0.0,Male,0,1,1,61,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),103.9,6449.15,3.463
2831-EBWRN,0.0,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.9,199.75,1.53
2832-KJCRD,0.0,Female,0,0,0,38,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.65,3988.5,3.455
2832-SCUCO,0.0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.9,57.4,0.663
2833-SLKDQ,1.0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.05,45.05,1.502
2834-JKOOW,0.0,Female,0,0,0,15,0,No phone service,DSL,1,1,1,1,0,0,One year,0,Mailed check,45.9,693.45,1.53
2834-JRTUA,1.0,Male,0,0,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,108.05,7532.15,3.602
2834-SPCJV,1.0,Male,0,1,0,52,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,84.1,4348.65,2.803
2839-RFSQE,1.0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,38.7,0.6880000000000001
2840-XANRC,1.0,Male,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231.05,3.105
2842-BCQGE,0.0,Male,0,0,0,43,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.35,3161.4,2.512
2842-JTCCU,1.0,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),46.05,80.35,1.5350000000000001
2843-CQMEG,0.0,Male,0,0,0,24,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,49.7,1218.25,1.657
2845-AFFTX,1.0,Male,1,1,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.8,4259.3,3.327
2845-HSJCY,1.0,Female,0,1,1,14,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,87.25,1258.6,2.908
2845-KDHVX,0.0,Female,0,1,0,64,1,0,DSL,0,1,1,1,0,1,Two year,1,Mailed check,68.3,4378.8,2.277
2848-YXSMW,0.0,Male,0,1,1,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1363.25,0.647
2851-MMUTZ,0.0,Female,0,0,0,27,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,56.15,1439.35,1.8719999999999999
2851-STERV,0.0,Male,1,0,0,35,1,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,73.0,2471.25,2.433
2853-CWQFQ,0.0,Male,0,0,1,1,1,0,DSL,0,0,0,1,0,1,Month-to-month,1,Mailed check,59.55,59.55,1.9849999999999999
2856-HYAPG,1.0,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.65,68.65,2.2880000000000003
2856-NNASM,1.0,Male,1,0,0,43,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.55,3856.75,2.985
2858-EIMXH,0.0,Female,1,1,0,53,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Credit card (automatic),95.85,5016.25,3.195
2858-MOFSQ,1.0,Female,0,0,1,17,1,1,DSL,0,0,1,0,0,0,One year,1,Mailed check,55.85,937.5,1.862
2860-RANUS,1.0,Female,1,0,0,20,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.8,1727.5,2.86
2862-JVEOY,0.0,Male,0,0,0,6,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.15,124.4,0.638
2862-PFNIK,0.0,Male,0,0,1,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.7,24.7,0.8230000000000001
2863-IMQDR,0.0,Female,0,0,0,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,89.65,5308.7,2.988
2865-TCHJW,1.0,Female,1,0,0,4,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,346.2,2.973
2866-IKBTM,0.0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55,0.652
2867-UIMSS,1.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.5,80.5,2.683
2868-LLSKM,0.0,Female,0,1,1,68,1,1,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),83.65,5733.4,2.7880000000000003
2868-MZAGQ,1.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.25,79.25,2.642
2868-SNELZ,1.0,Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155.8,2.6870000000000003
2869-ADAWR,1.0,Female,0,0,0,45,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),89.3,4016.85,2.977
2873-ZLIWT,1.0,Female,0,1,1,40,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,84.85,3303.05,2.8280000000000003
2874-YXVVA,0.0,Female,0,0,0,34,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,105.1,3634.8,3.503
2876-GZYZC,0.0,Female,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,1215.65,2.865
2876-VBBBL,1.0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0.675
2877-VDUER,0.0,Female,0,1,1,35,0,No phone service,DSL,0,0,0,1,1,0,One year,0,Mailed check,40.9,1383.6,1.363
2878-DHMIN,0.0,Male,0,1,1,35,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.9,666.0,0.663
2878-RMWXY,0.0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Credit card (automatic),102.65,7550.3,3.422
2880-FPNAE,0.0,Male,1,1,0,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.2,140.1,2.473
2882-DDZPG,0.0,Female,0,0,0,12,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.45,227.45,0.648
2882-WDTBA,0.0,Male,0,1,1,69,1,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),75.75,5388.15,2.525
2883-ILGWO,0.0,Male,1,0,0,57,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.9,5913.95,3.497
2884-GBPFB,1.0,Female,0,1,0,35,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,2416.55,2.343
2885-HIJDH,0.0,Male,0,1,1,69,1,1,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),86.9,6194.1,2.8970000000000002
2886-KEFUM,1.0,Female,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,107.5,6873.75,3.583
2887-JPYLU,0.0,Female,0,0,1,41,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),45.2,1841.9,1.5070000000000001
2888-ADFAO,0.0,Female,0,1,1,47,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.3,1041.8,0.71
2889-FPWRM,1.0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),117.8,8684.8,3.927
2890-WFBHU,0.0,Female,0,0,0,59,1,1,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),79.85,4786.1,2.662
2892-GESUL,0.0,Female,0,1,1,18,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,309.25,0.645
2894-QOJRX,1.0,Female,0,1,0,25,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),34.0,853.0,1.133
2896-TBNBE,0.0,Male,0,1,0,40,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.8,3132.75,2.693
2897-DOVND,0.0,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,146.65,2.327
2898-LSJGD,1.0,Female,0,1,1,21,0,No phone service,DSL,1,0,1,0,1,1,One year,1,Electronic check,55.95,1157.05,1.865
2898-MRKPI,0.0,Male,0,1,1,68,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.05,6770.5,3.368
2900-PHPLN,0.0,Female,1,1,0,70,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.55,1462.05,0.652
2903-YYTBW,0.0,Male,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.55,44.55,1.4849999999999999
2904-GGUAZ,0.0,Female,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),84.05,6052.25,2.802
2905-KFQUV,0.0,Female,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),70.4,154.8,2.347
2907-ILJBN,0.0,Female,0,1,1,11,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,233.9,0.687
2908-WGAXL,0.0,Female,0,1,1,56,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1468.9,0.8320000000000001
2908-ZTPNF,0.0,Female,0,0,0,36,0,No phone service,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),34.85,1267.2,1.162
2911-IJORQ,0.0,Male,0,0,0,37,1,1,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),90.6,3358.65,3.02
2911-UREFD,1.0,Female,0,1,0,39,0,No phone service,DSL,1,0,1,0,1,1,Month-to-month,0,Electronic check,55.9,2184.35,1.863
2911-WDXMV,0.0,Male,0,0,1,18,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),80.55,1406.65,2.685
2916-BQZLN,0.0,Male,0,0,0,19,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.75,1651.95,2.825
2919-HBCJO,1.0,Female,0,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),76.65,333.6,2.555
2920-RNCEZ,0.0,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.95,69.95,2.332
2921-XWDJH,0.0,Female,1,1,0,38,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,83.45,3147.15,2.782
2924-KHUVI,0.0,Male,0,1,0,56,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,100.55,5514.95,3.352
2925-MXLSX,0.0,Female,0,0,0,30,1,1,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),68.95,2038.7,2.298
2925-VDZHY,0.0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.7,6501.35,2.957
2926-JEJJC,0.0,Female,0,0,0,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,140.95,0.673
2927-CVULT,0.0,Female,0,1,1,53,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),104.05,5566.4,3.468
2927-QRRQV,0.0,Male,0,1,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Electronic check,94.65,4312.5,3.155
2928-HLDBA,0.0,Female,0,0,0,6,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,112.75,0.6900000000000001
2929-ERCFZ,1.0,Female,0,1,1,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.2,777.3,3.14
2929-QNSRW,1.0,Female,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,98.25,5508.35,3.275
2930-UOTMB,1.0,Female,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Month-to-month,0,Credit card (automatic),65.25,1994.3,2.175
2931-FSOHN,0.0,Male,1,0,0,13,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,59.9,788.35,1.9969999999999999
2931-SVLTV,0.0,Male,0,1,1,40,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),110.1,4469.1,3.67
2931-VUVJN,0.0,Female,1,1,0,59,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Electronic check,94.05,5483.9,3.135
2931-XIQBR,0.0,Female,0,1,1,50,1,0,Fiber optic,0,0,1,1,1,1,One year,0,Mailed check,103.05,5153.5,3.435
2933-FILNV,1.0,Female,0,1,1,2,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.4,36.55,0.8130000000000001
2933-XEUJM,0.0,Female,0,0,0,46,1,1,DSL,1,0,1,0,1,1,Two year,0,Mailed check,79.2,3593.8,2.64
2937-FTHUR,0.0,Female,0,0,1,18,1,1,DSL,1,0,0,0,0,1,Month-to-month,0,Electronic check,64.8,1166.7,2.16
2946-KIQSP,0.0,Female,0,0,0,35,0,No phone service,DSL,0,0,1,1,0,0,Month-to-month,1,Mailed check,33.45,1175.85,1.115
2947-DOMLJ,1.0,Male,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.6,50.6,1.687
2951-QOQTK,1.0,Male,0,0,1,4,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.8,332.45,2.693
2952-QAYZF,1.0,Male,0,0,0,5,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.3,424.15,2.843
2954-PIBKO,0.0,Female,0,1,1,69,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),64.15,4254.1,2.138
2955-BJZHG,1.0,Male,0,1,1,17,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,80.85,1400.85,2.6950000000000003
2955-PSXOE,1.0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.2,20.2,0.673
2956-GGUCQ,1.0,Male,1,1,0,24,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,78.85,1772.25,2.628
2957-JIRMN,0.0,Female,1,0,0,62,1,1,Fiber optic,0,0,0,0,1,0,One year,0,Electronic check,84.45,4959.15,2.815
2957-LOLHO,1.0,Male,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.4,518.9,1.513
2958-NHPPS,0.0,Male,0,0,0,23,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.85,473.9,0.6950000000000001
2959-EEXWB,0.0,Female,0,1,1,45,0,No phone service,DSL,1,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),50.9,2333.85,1.697
2959-FENLU,0.0,Female,0,0,0,9,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),85.3,781.4,2.843
2959-MJHIC,1.0,Male,0,1,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.35,307.4,2.678
2960-NKRSO,0.0,Male,0,0,0,24,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Electronic check,85.95,2107.15,2.865
2961-VNFKL,0.0,Female,0,1,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.95,1801.9,0.865
2962-XPMCQ,1.0,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.15,98.5,1.505
2967-MXRAV,0.0,Male,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,18.8,0.627
2968-SSGAA,1.0,Female,0,0,0,10,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,1060.2,3.3529999999999998
2969-QWUBZ,0.0,Female,0,0,0,2,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,0,Electronic check,51.4,96.8,1.713
2969-VAPYH,0.0,Female,0,0,0,67,1,0,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),60.5,3870.0,2.017
2969-WGHQO,0.0,Female,0,1,1,7,1,0,DSL,1,1,1,0,1,0,One year,0,Electronic check,69.45,477.05,2.315
2971-SGAFL,0.0,Female,0,0,0,13,1,1,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,78.75,995.35,2.625
2972-YDYUW,0.0,Female,0,0,0,57,1,1,Fiber optic,0,1,0,1,0,1,One year,0,Electronic check,94.7,5468.95,3.157
2974-GGUXS,0.0,Female,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),91.95,3301.05,3.065
2977-CEBSX,0.0,Female,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.05,5965.95,3.002
2978-XXSOG,0.0,Female,0,0,0,22,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,59.05,1253.5,1.968
2979-SXESE,1.0,Female,0,1,1,17,1,1,Fiber optic,1,0,1,0,1,0,Month-to-month,0,Electronic check,94.4,1607.2,3.147
2982-IHMFT,1.0,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,74.45,2.482
2982-VPSGI,1.0,Female,0,1,0,11,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,1078.9,3.133
2983-ZANRP,1.0,Female,0,1,1,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.55,145.4,2.452
2984-AFWNC,0.0,Female,0,0,0,3,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,95.4,293.15,3.18
2984-MIIZL,1.0,Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),74.8,321.9,2.493
2984-RGEYA,0.0,Female,0,1,1,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4,0.658
2984-TBYKU,0.0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Credit card (automatic),104.9,7732.65,3.497
2985-FMWYF,0.0,Female,0,0,0,23,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.5,2341.55,3.117
2985-JUUBZ,0.0,Male,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,2.485
2987-BJXIK,0.0,Female,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Two year,0,Mailed check,84.7,5991.05,2.823
2988-GBIVW,0.0,Female,1,1,0,70,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.85,6470.1,3.028
2988-PLAHS,0.0,Female,0,0,0,3,1,0,DSL,0,0,1,0,1,1,One year,1,Electronic check,69.95,220.45,2.332
2988-QRAJY,0.0,Male,0,0,0,69,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),110.05,7430.75,3.668
2990-HWIML,1.0,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,573.3,2.983
2990-IAJSV,0.0,Male,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),92.0,6632.75,3.067
2990-OGYTD,0.0,Female,0,1,0,67,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.15,5883.85,2.872
2995-UPRYS,1.0,Female,1,1,0,40,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),99.2,4062.2,3.307
2995-YWTCD,0.0,Female,0,1,1,19,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.9,467.7,0.8300000000000001
2996-XAUVF,0.0,Male,0,0,0,70,0,No phone service,DSL,0,0,0,1,0,1,Two year,1,Mailed check,40.05,2799.75,1.335
2999-AANRQ,0.0,Female,0,0,0,21,1,0,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),71.05,1524.85,2.368
3001-CBHLQ,1.0,Male,1,1,0,32,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.9,3351.55,3.497
3001-UNBTL,0.0,Male,1,1,1,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,103.95,2964.8,3.465
3002-WQZWT,0.0,Female,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,1993.25,2.473
3003-CMDUU,0.0,Female,0,1,0,25,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.15,2395.7,3.172
3005-NFMTA,1.0,Male,1,0,0,55,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,98.8,5617.75,3.293
3005-TYFRD,0.0,Female,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),103.65,5676.65,3.455
3006-XIMLN,1.0,Female,0,0,1,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.2,193.8,3.14
3007-FDPEA,0.0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.7,39.85,0.6900000000000001
3009-JWMPU,1.0,Male,0,0,0,62,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,96.75,6125.4,3.225
3011-WQKSZ,0.0,Male,0,0,1,19,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,377.55,0.667
3012-VFFMN,0.0,Female,0,1,1,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,158.95,0.6880000000000001
3014-WJKSM,0.0,Male,0,1,0,29,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.3,2263.4,2.51
3016-KSVCP,0.0,Male,0,1,0,29,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,33.75,1009.25,1.125
3018-TFTSU,1.0,Male,0,0,0,12,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),81.7,858.6,2.723
3021-VLNRJ,0.0,Female,0,0,1,50,1,0,DSL,1,0,1,1,1,0,One year,1,Credit card (automatic),70.8,3478.15,2.36
3022-BEXHZ,0.0,Male,0,1,1,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.2,7530.8,3.707
3023-GFLBR,1.0,Female,0,1,1,33,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),86.15,2745.7,2.872
3026-ATZYV,0.0,Female,0,1,1,37,1,0,DSL,1,1,0,0,1,1,One year,0,Bank transfer (automatic),75.1,2658.8,2.503
